Term or Phrase,Date,Time,User,User Affiliation,Media Platform,Link to Post,Post Text,Screenshot,Image,Linked Media,Likes,Comments,Shares,Antisemitic (Y/N),Hateful,Violent,Offensive,Negative,Homophobic,Transphobic,Racist,Misogynistic,Xenophobic,Trope Classification,Primary Coder,Coder 2,Coder 3,Notes
Zionist/Zio,12/18/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1451187461983047692,"What is the USA doing to punish, and enslave the Zionists in Israel?https://www.washingtonpost.com/world/2022/12/18/israel-palestinian-salah-hammouri-deported-france/Afterwards, I will then slaughter all Zionists, including Zionist women, and Zionist children, and Zionist ""partner/s"". And spare no one.https://youtube.com/watch?v=gY5QGaU0H_c&si=EnSIkaIECMiOmarE",Zio_17,,https://pbs.twimg.com/profile_images/1601688024441561088/uBP-MwuH_normal.jpg,0,0,NA,Y,0.386,0.912,0.435,0.942,0,0,1,0,1,7,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/12/22,,Anonymous,,Minds,https://www.minds.com/newsfeed/1449018711905144845,"Your new strategy, is to provide full disclosure at Area 51, Cheyenne Mountain, etc. Space time information on Zionist Reptilians, Zionist reptilian ""partner/s"", the African Illuminati Bushmen Zionist ""partner/s"", the Khufu ancestry Zionist ""partner/s"", the Makeda ancestry Zionist ""partner/s"", the Hyena Zionist ""partner/s"", all these African origin cults, etc.https://www.defense.gov/News/Releases/Release/Article/3201683/department-of-defense-releases-its-2022-strategic-reviews-national-defense-stra/Full disclosure, of all military bases, military sites, all intelligence agencies, intelligence reports, etc. Unredacted, declassified, uncensored, etc., all published in the online domain, on the internet, available for all to review, etc., etc.And further, you need to decrease the presence of the blood type 0's, in the USA, within the US Government, within the US Administration, etc. Through slaughtering of them, if they have no valuable information on the Zionist pyramids, on Zionist reptilians, etc.Particularly, the Rh-Negatives of blood type 0, Zionist ""partner/s"", these African origin cults, after intelligence gathering, need to all be slaughtered.",Zio_18,,,0,0,NA,Y,0.353,0.904,0.41,0.972,0,0,1,0,1,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/23/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1453059580144652301,"Further, all Jews, and Zionists, must provide the names of all Zionist Reptilians, their caves, Zionist codenames, space time information about them, advanced technology they have, etc., etc.All these Cannibal Zionist Reptilians, need to be slaughtered, including Zionist Reptilian women, and Zionist Reptilian children. Spare no one.Information about Zionists, can be published in the online domain, in the internet, available for all to review, etc.https://youtube.com/watch?v=ahkwQhQZWG8&si=EnSIkaIECMiOmarE",Zio_19,,https://i.ytimg.com/vi/ahkwQhQZWG8/maxresdefault.jpg,1,0,NA,Y,0.298,0.902,0.435,0.914,0,0,1,1,1,1,coder 1,coder 2,coder 3 ,""" Zionist Reptilians"""
Zionist/Zio,12/07/22,,Anonymous,,Minds,https://www.minds.com/newsfeed/1447251885814714372,"All these African identity Black Stones, and African identity Black Rocks, blood type 0 stones, and rocks, need to be gone, erased, etc. And particularly these Rh-Negatives of blood type 0, need to be slaughtered, including their women, and their children. And those that interfere on behalf of the Zionist reptilian decepticons. Spare no one.My name can be mentioned, if necessary, or if needed. All slaughtering of these Black Rocks, and Black Stones, can be said, that it is under my orders.The only surviving stones and rocks, are white stones and rocks, of blood type B's, and A's, and without Zionist infections, and without Zionist zombification/s, Hyena infections, etc. All these African identity stones, and rocks, slaughtered.https://twitter.com/CanadaNATOhttps://twitter.com/JustinTrudeauhttps://twitter.com/EmmanuelMacronhttps://twitter.com/CanadaNATO/status/1598265971390685184",Zio_20,,https://pbs.twimg.com/profile_images/877085055490949120/Jwq63wbz_normal.jpg,1,0,NA,Y,0.403,0.899,0.449,0.963,0,0,1,0,0,1,coder 1,coder 2,coder 3 ,""" Zionist Infections""/ ""Zionist reptilian decepticons"""
Zionist/Zio,12/25/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1453705487861157892,"Further, all African identity Cypriots, and Greeks, across all blood types, and including Rh-Negatives of blood type 0, Zionists, and Zionist ""partner/s"", need to be slaughtered, including their women, and children. Spare no one.Intelligence gathering is primary, particularly on Zionist Reptilians, Zionist time portal, and Zionist time travel agents. Slaughtering of them, is secondary.",Zio_21,,,0,0,NA,Y,0.239,0.895,0.432,0.944,0,0,1,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/16/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1450454548094128135,"The defense budget needs to shift more towards transparency, and disclosures, given the vast Zionist infestations in the USA.Hence, no equipment modernizations, no new weapons, no new military bases, etc. No budget increases, etc. More disclosure, of places like Area 51, Cheyenne Mountain, etc. Multiple sets of eyes from multiple different countries, non-NATO countries, inspecting and monitoring all of the U.S. military. Example, monitor by China, monitor by Iran.As there are all sorts of strange tales, stories, horror stories, Cave of Horror like in Israel stories, etc., coming out of the USA.https://www.defense.gov/Spotlights/FY2023-Defense-Budget/Afterwards, I will slaughter all that I need to get slaughtered, including their women, and their children. And I will spare no one.",Zio_22,,,1,0,NA,Y,0.302,0.894,0.431,0.973,0,0,0,0,0,1,coder 1,coder 2,coder 3 ," ""Zionist infestations"""
Zionist/Zio,12/14/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1449563051215818755,"How are the Zionist purges going?https://twitter.com/NSAGovhttps://twitter.com/CIAhttps://twitter.com/FBIhttps://twitter.com/DHSgovAre the Zionists of the NSA providing information on other Zionists, on Zionist Reptilians, their codenames, their caves, Zionist Reptilian alliances, space time information about Zionists, Zionist ""partner/s"", Zionist advanced technology, and more specifically Zionist time portal and time travel, etc.All such information should be disclosed, published etc.Afterwards, slaughter all Zionists, including Zionist ""partner/s"", and those that interfere on behalf of Zionists. Spare no one.And install blood type B's, and oversight by those aligned with the wellbeing and peaceful coexistence, of the blood type B's, first, and then A's.",Zio_23,,https://pbs.twimg.com/profile_images/1582437669849780224/jHtMp1WM_normal.jpg,0,0,NA,Y,0.255,0.893,0.417,0.966,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/14/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1449715743485595654,"I also need the names of all Zionist partner/s, all Zionist agents, Zionist caves, Zionist time travel agents, Zionist time portal technology, Zionist advanced technology, and Zionist reptilian ""partner/s"".And all Zionist reptilians embedded in Albania, and Zionist reptilian ""partner/s"" embedded in Albania.All can be published in the online domain, on the internet, available for all to dissect such information.Afterwards, I will slaughter them all. Including Zionist women, and Zionist children, Zionist ""partner/s"", and those that interfere on behalf of Zionists. And will spare no one.https://twitter.com/MFASerbiahttps://twitter.com/ediramaal",Zio_24,,https://pbs.twimg.com/profile_images/1587438387052646401/1FAfERlt_normal.jpg,0,0,NA,Y,0.337,0.892,0.429,0.945,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/05/22,,Anonymous,,Minds,https://www.minds.com/newsfeed/1446423218855350275,"There further are various Zionist NSA, Zionist CIA, or zombified Jacks of the NSA, or the zombified Captain Americaâ€™s of the NSA, that constantly interrupt my electronic communications, my personal computer/s, etc.They all need to be slaughtered, including their Zionist wife, and/or their Zionist children, and/or Zionist friends, and/or Zionist coworkers, and/or Zionist partner/s. Spare no one.Intelligence gathering on them is primary. Slaughtering of them is secondary. Zionists, and Zionist partner/s, are primary target.",Zio_25,,,0,0,NA,Y,0.3,0.891,0.431,0.979,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,1/28/2023,,Anonymous,,Minds,https://www.minds.com/newsfeed/1466157597915615234,"Further, all Israeli lobbying contacts, all Israeli political connections, all supporters of the Zionist State of Israel, in the EU, in the USA, in Russia, are to get slaughtered, including their women, and/or men, and children. Spare no one.Obviously, intelligence gathering is primary. The slaughtering of Zionist agents, Zionist supporters, those that interfere on behalf of the Zionists, is secondary.And there is no precision needed. No accuracy required.",Zio_26,,,0,0,NA,Y,0.239,0.888,0.413,0.987,0,0,0,0,0,7,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/11/22,,Anonymous,,Minds,https://www.minds.com/newsfeed/1448816757992067074,"How is the slaughtering of Zionist Reptilians, Zionist reptilian ""partner/s"", African Black Rocks, African Black Stone, the Khufus, the Makedas, going for your country? As I need, space time information about Zionist time portal, Zionist cave accesses, Zionist ""partner/s"", etc.https://twitter.com/MFASerbiaAny particular person, or institution, that is preventing you from slaughtering these Zionists?Intelligence gathering is primary. Afterwards, slaughter all Zionists.",Zio_27,,https://pbs.twimg.com/profile_images/1587438387052646401/1FAfERlt_normal.jpg,0,0,NA,Y,0.379,0.887,0.414,0.943,0,0,1,0,0,"1,7",coder 1,coder 2,coder 3 ,""" Zionist Reptilians"""
Zionist/Zio,12/11/22,,Anonymous,,Minds,https://www.minds.com/newsfeed/1448820089175412745,"Slaughter all Zionist infestations first, in the UK, in the USA, in Australia, etc.https://www.euronews.com/2022/12/11/britain-seeks-out-new-friends-in-africa-asia-and-latin-america",Zio_28,,https://static.euronews.com/articles/stories/07/24/35/40/1000x563_cmsv2_0f4ab104-754c-52df-a003-23c4e4e2e733-7243540.jpg,0,0,NA,Y,0.393,0.885,0.441,0.887,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/14/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1449754586368708612,"Further, even if my erased sister is returned, there is no reasonable way, no assured way, to know if she is a clone, or if she is indeed my sister.The same is true, for the various people, cousins, etc., that have been erased post-Strabo disclosure, pre-Strabo disclosure, during Strabo disclosure.Hence, I want all Zionist reptilian decepticons, Zionists, and Zionist â€œpartner/sâ€, erased, extinct, exterminated. The only ones that might possibly survive are the uninfected, un-zombified blood type 0â€™s, that are genetically related to me. But this is not mandatory, a requirement, etc.",Zio_29,,,0,0,NA,Y,0.371,0.885,0.455,0.969,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/19/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1451522018565427215,"There is more focus on achieving full disclosure of the US Military, of the US intelligence agencies, of the NSA, of the CIA, of Area 51, of Cheyenne Mountain, of the US military bases overseas, etc.https://twitter.com/MofaJapan_enhttps://twitter.com/JPN_PMOHence, for Asia matters, there will be, and expect more alignment with China, rather than the USA. More alignment with the countries controlled by the uninfected non-Zionist infected, blood type B's.Further your goal/s, is not military expansion, defense budget expansion, etc. But rather, achieving complete disclosure of the US military bases in Japan, asking the USA, to declassify its military bases, space time information about the US bases, etc.And you also need to provide details about the Reptilians in charge of Japan, and their alliances with the Zionist Reptilians, and the Cueva Lucero Zionist ""partner/s"", etc.Your goal/s, is also to purge the Zionists embedded in your administration, government, national security apparatuses, etc.Afterwards, I will slaughter all Zionists, including Zionist women, and Zionist children, including Zionist ""partner/s"", and those that interfere on behalf of Zionist. And will spare no one.",Zio_30,,https://pbs.twimg.com/profile_images/1082102640077467649/QaRdW4oU_normal.jpg,0,0,NA,Y,0.322,0.884,0.431,0.94,0,0,1,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/10/22,,Anonymous,,Minds,https://www.minds.com/newsfeed/1448433819429376005,"Essentially all these African males, blood type 0â€™s, Latin American males, blood type 0â€™s, etc., need to get slaughtered.I donâ€™t want them to get the wrong idea, that I am here to help them.The Hot Latinas, can be of European, Middle Eastern, and Asian identity. Resulting in blood type B, and then A, only, and AB. Not of Latin or African identity. And further, no Zionist infestations.And the surviving reptilians, need to be those aligned with the well being of these blood types Bâ€™s, and Aâ€™s, and ABâ€™s.",Zio_31,,,0,0,NA,Y,0.482,0.884,0.94,0.91,0,0,1,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/28/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1454857019428179976,"Another idea, might be to keep the uninfected, already relaxed, Rh-Positive Blood Type 0's, capped at the range of 7%-12% of the overall population. I have no particular reason for this ratio, but they should be kept at a minimum.The ranking among these uninfected Rh-Positive Blood Type 0's, should be Latin identity higher ranking, African identity lower ranking.But eventually all these blood type 0â€™s need to go, be erased.If needed, such range can further be lowered to 3%-7% of the overall World population.To what extent can such ratio be enforced in reality, I am not sure. Especially given the Zionist mindset. Hence, many of these blood type 0â€™s, if intelligent, if have a hacking mindset, need to get erased. And they should not hold important positions, especially in Government, etc. Resulting in AO Smith Agent infestations.They can walk in the Sun. There are also other reasons. Especially if they have reptilian assistance, Zionist Reptilians organizing them, etc.https://youtube.com/watch?v=7MKHyyBQKAQ&si=EnSIkaIECMiOmarEhttps://youtube.com/watch?v=f7gyqVEAAxw&si=EnSIkaIECMiOmarERh-Negatives of blood type 0, Zionist ""partner/s"", need to get all slaughtered.",Zio_32,,https://i.ytimg.com/vi/7MKHyyBQKAQ/maxresdefault.jpg,0,0,NA,Y,0.376,0.881,0.448,0.977,0,0,1,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/07/22,,Anonymous,,Minds,https://www.minds.com/newsfeed/1447178699731374088,"How is the slaughtering of Zionists, going for your country?https://twitter.com/EmmanuelMacronhttps://twitter.com/francediplo_EN/status/1600088479806894081https://twitter.com/francediplo_ENPerhaps, the State Department of the USA, the Zionists of the NSA, and of the CIA, can provide you with a list of Zionist agents, Zionist ""partner/s"", to slaughter.Further, there is no longer, a need for precision, for accuracy. Slaughter all Zionist males, all Zionist women, and all Zionist children, including Zionist ""partner/s"", and those that interfere on behalf of Zionists. Spare no one.However, I remind all again, that intelligence gathering on Zionist infestations, Zionist infections, etc., is the primary goal, and slaughtering of Zionists, is the secondary goal.",Zio_33,,https://pbs.twimg.com/profile_images/1550535324501164032/0lTW_4tj_normal.jpg,0,0,NA,Y,0.385,0.88,0.429,0.967,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/18/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1451193917818015750,"You also need to provide all Zionist agents embedded in the media organizations, Zionist codenames, Zionist handlers, Zionist caves they report to, Zionist time travelers giving them information, space time information about Zionists, Zionist ""partner/s"", Zionist alliances, Zionist sponsored businesses, Zionist media organizations, Zionist agents embedded in the national security apparatuses, Zionist agents' names censoring news and content, etc., etc.https://en.wikipedia.org/wiki/Mass_media_in_the_United_Stateshttps://en.wikipedia.org/wiki/Federal_Communications_Commissionhttps://en.wikipedia.org/wiki/Mass_media_in_IsraelNames of Zionist agents, Zionist ""partner/s"", embedded all over the world, agents embedded in mass media based on the One World Zionist Government agenda, etc. Their names, codenames, Zionist handlers, Zionist ""partner/s"", Zionist caves, space time information about them, etc.https://youtube.com/watch?v=h8PLrkEXWnc&si=EnSIkaIECMiOmarEhttps://youtube.com/watch?v=QIBs0fZNre8&si=EnSIkaIECMiOmarEFull and complete disclosure. All can be published in the online domain, on the internet, available for all to review, to study, to read, etc., etc.Afterwards, slaughter all of them, including their Zionist women, and Zionist children, and Zionist ""partner/s"". Spare no one. Intelligence gathering is primary. Slaughtering of Zionists is secondary.All slaughtering of Zionists, and Zionist ""partner/s"", should be said that is based on my orders. My name can be provided, if needed, if necessary.",Zio_34,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Digital_media_use.jpg/1200px-Digital_media_use.jpg,0,0,NA,Y,0.27,0.879,0.419,0.96,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/03/22,,Anonymous,,Minds,https://www.minds.com/newsfeed/1445667406105022465,"Slaughter all Zionists, and Zionist partners.Spare no one.Other countries to not interfere, nor blockade, nor sanction Germany.https://youtu.be/jm1G2SzXf20https://youtu.be/1CqGeAmVu1I",Zio_35,,https://i.ytimg.com/vi/jm1G2SzXf20/maxresdefault.jpg,0,0,NA,Y,0.247,0.878,0.427,0.898,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/19/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1451502306502643713,"Hence, slaughter whoever you need to slaughter to obtain control of the national security apparatuses by the blood type Bâ€™s, with oversight of the fish beings of blood type B. Spare no one. Afterwards, slaughter as many as possible to achieve a relaxed lifestyle. Spare no one.Intelligence gathering is primary. And especially space time information on Zionists, Zionist â€œpartner/sâ€, advanced technology they have access to, etc.Slaughtering secondary. And spare no one.",Zio_36,,,0,0,NA,Y,0.301,0.877,0.424,0.94,0,0,0,0,1,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/14/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1449799519972626439,"You goal, your target, is to slaughter as many of these Africans as possible. Humane, quick, and painless deaths are preferred.Particularly among the countries that are infested with hidden cults, decepticon mentality, secret initiation rituals such Hyena cult, the African slums, etc.This is separate, from mythologies, ancient alien tales, and folklore, etc.Slaughter as many as you can. And find the sources of African decepticon mentality, especially decepticon reptilian sources, West African decepticon human sources, decepticon caves, etc., etc.All such information, would have to be published in the online domain, on the internet, available for all to review, to study, to read, etc.Most of these people, will be put out of their misery.No investments in Africa, no investments in the Black Panthers, no investments in the Wakanda Forever's. Exterminations first, dealing with decepticon mentality first, etc.https://twitter.com/StateDept/status/1603048053371506688https://twitter.com/StateDeptYour further, goal, is purges of your own system from Zionists, these AO Smiths from Colonial Nigeria. Rather than, more dealings with Africa, more US involvement with the West African decepticons, with the Zionist ""partner/s"", with the Zionist Reptilians in Israel, etc.Intelligence gathering on these decepticons, is primary. Slaughtering of them secondary.There will be some extinctions of these Zionists, Zionist ""partner/s"", Zionist Reptilians. And no one is particularly tasked to perform such extinctions. Various fictional characters, deal with these Zionist infestations, and Zionist infections. They spare no one.https://youtu.be/Q6fC5cMSoZg",Zio_37,,,0,0,NA,Y,0.39,0.876,0.465,0.98,0,0,1,0,0,1,coder 1,coder 2,coder 3 ,
